"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"196","42","1511","직방의","ポーション回復速度 +[50~100]％増加","100","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"197","42","1512","직통의","ポーション回復速度 +[101~200]％増加","90","15","●","","●","●","●","●","●","●","●","●","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"198","42","1513","즉효의","ポーション回復速度 +[201~300]％増加","80","30","●","","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"199","43","1514","전념의","集中力 +[5~10]％","100","30","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"200","43","1515","집중의","集中力 +[11~18]％","80","60","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"201","43","1516","명상의","集中力 +[19~30]％","60","90","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"523","43","1554","무념의","集中力 +[25~35]％","50","240","●","●","●","","","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","43","1564","없음의","集中力 +[35~45]％","50","340","●","●","●","","","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202","44","1601","미지근한","火ダメージ [2~3]~[3~4]","100","6","●","","●","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"203","44","1602","미적지근한","火ダメージ [3~4]~[5~8]","90","8","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"204","44","1603","따뜻한","火ダメージ [5~7]~[8~13]","80","12","●","","","","","","","","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"205","44","1604","뜨뜻한","火ダメージ [8~11]~[12~19]","70","18","●","","","","","","","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"206","44","1605","따가운","火ダメージ [10~14]~[15~24]","60","26","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"207","44","1606","뜨거운","火ダメージ [15~20]~[23~34]","50","36","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"208","44","1607","불 같은","火ダメージ [20~26]~[30~43]","40","48","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"209","44","1608","타오르는","火ダメージ [25~32]~[38~53]","30","62","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"210","44","1609","화염의","火ダメージ [33~41]~[50~67]","20","78","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"211","44","1610","화산의","火ダメージ [40~50]~[60~90]","10","96","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"524","44","1611","활화산의","火ダメージ [50~62]~[75~120]","20","196","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"605","44","1612","불의","火ダメージ [65~77]~[98~143]","20","296","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"212","45","1701","시원한","水ダメージ 1~1","100","7","●","","●","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"213","45","1702","냉한","水ダメージ [1~2]~[2~3]","95","9","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"214","45","1703","차가운","水ダメージ [2~3]~[3~5]","85","13","●","","","","","","","","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
